horizon_min,brier,precision,recall,f1,count,pr_auc
5,0.0047677732072770596,0.978740581270183,0.9861713665943601,0.9824419232847109,17952,0.9992254798944704
10,0.0044234697706997395,0.984998660594696,0.984471218206158,0.9847348687734333,17952,0.9992685714540601
15,0.004612432327121496,0.9888327572454134,0.98100764969665,0.9849046610169492,17952,0.9991609903020517
30,0.0074773989617824554,0.9963350785340314,0.9584487534626038,0.9770247721730202,17952,0.9983052557969884
60,0.10298588126897812,0.7360675512665863,0.7136842105263158,0.7247030878859857,17952,0.8442547945317916
