model,horizon_min,mae_c,rmse_c,count,inference_s,rack_id
physics,30,1.2805215120315552,1.3556573390960693,1496,5.319999763742089e-05,6
physics,60,1.7720712423324585,1.9698114395141602,1496,5.319999763742089e-05,6
physics,5,0.3089536726474762,0.3311954438686371,1496,5.319999763742089e-05,7
physics,10,0.5681895017623901,0.5978720188140869,1496,5.319999763742089e-05,7
physics,15,0.7869058847427368,0.8276656270027161,1496,5.319999763742089e-05,7
physics,30,1.2646615505218506,1.3454251289367676,1496,5.319999763742089e-05,7
physics,60,1.7642600536346436,1.927053451538086,1496,5.319999763742089e-05,7
physics,5,0.3340199887752533,0.3530353903770447,1496,5.319999763742089e-05,8
physics,10,0.6059315800666809,0.63106369972229,1496,5.319999763742089e-05,8
physics,15,0.8328163623809814,0.8683009743690491,1496,5.319999763742089e-05,8
physics,30,1.319122552871704,1.4073173999786377,1496,5.319999763742089e-05,8
physics,60,1.7998037338256836,2.0350024700164795,1496,5.319999763742089e-05,8
physics,5,0.3310774266719818,0.35137954354286194,1496,5.319999763742089e-05,9
physics,10,0.6026086211204529,0.6281967163085938,1496,5.319999763742089e-05,9
physics,15,0.8288698196411133,0.8630072474479675,1496,5.319999763742089e-05,9
physics,30,1.314086675643921,1.392805576324463,1496,5.319999763742089e-05,9
physics,60,1.7898979187011719,2.011047840118408,1496,5.319999763742089e-05,9
physics,5,0.3248452842235565,0.34665966033935547,1496,5.319999763742089e-05,10
physics,10,0.595613956451416,0.6226470470428467,1496,5.319999763742089e-05,10
physics,15,0.8212390542030334,0.8560788631439209,1496,5.319999763742089e-05,10
physics,30,1.3004463911056519,1.3719133138656616,1496,5.319999763742089e-05,10
physics,60,1.7447606325149536,1.937058448791504,1496,5.319999763742089e-05,10
physics,5,0.31451690196990967,0.3375296890735626,1496,5.319999763742089e-05,11
physics,10,0.5705063939094543,0.598759651184082,1496,5.319999763742089e-05,11
physics,15,0.7816677689552307,0.8175802230834961,1496,5.319999763742089e-05,11
physics,30,1.2246499061584473,1.2996399402618408,1496,5.319999763742089e-05,11
physics,60,1.6136119365692139,1.7940574884414673,1496,5.319999763742089e-05,11
ridge,5,0.2516399025917053,0.310641884803772,1496,0.006206800011568703,0
ridge,10,0.5794761180877686,0.6985359191894531,1496,0.006206800011568703,0
ridge,15,0.9990839958190918,1.200818657875061,1496,0.006206800011568703,0
ridge,30,1.9533990621566772,2.3246898651123047,1496,0.006206800011568703,0
ridge,60,4.450267791748047,5.4973063468933105,1496,0.006206800011568703,0
ridge,5,0.2549594044685364,0.3130866289138794,1496,0.006206800011568703,1
ridge,10,0.5823509693145752,0.7023947238922119,1496,0.006206800011568703,1
ridge,15,1.0012247562408447,1.2050701379776,1496,0.006206800011568703,1
ridge,30,1.9502739906311035,2.319002151489258,1496,0.006206800011568703,1
ridge,60,4.45239782333374,5.5217413902282715,1496,0.006206800011568703,1
ridge,5,0.2564677298069,0.31707534193992615,1496,0.006206800011568703,2
ridge,10,0.5799090266227722,0.7063426971435547,1496,0.006206800011568703,2
ridge,15,0.9926008582115173,1.2066401243209839,1496,0.006206800011568703,2
ridge,30,1.942628264427185,2.3175806999206543,1496,0.006206800011568703,2
ridge,60,4.5240278244018555,5.560262680053711,1496,0.006206800011568703,2
ridge,5,0.2694776654243469,0.3317108154296875,1496,0.006206800011568703,3
